Complexity,Loss,Equation
1,55.320374,"TARP"
3,25.451645,"TARP * 1.1435678"
5,22.865313,"(TARP - 4.2447753) * 1.279915"
6,20.81359,"(TARP - sqrt(VPD)) * 1.2876735"
7,20.5546,"(Tair * -0.2895461) + (TARP * 1.3320909)"
8,19.932583,"(TARP - (Tair / sqrt(RH))) * 1.2846041"
9,19.866964,"((TARP * 1.3477427) + -4.2612743) - (VPD * 0.18194574)"
10,18.55348,"(TARP - (Tair / log(RH + 0.5358725))) * 1.4052987"
11,18.52052,"((TARP * 1.3687032) - ((Tair * 6.40519) / RH)) + -4.1020527"
12,18.306519,"(TARP - ((Tair * (4.299141 / RH)) + sqrt(TARP))) * 1.5031854"
13,18.168804,"((TARP * 1.3713077) - ((Tair * 0.1804256) * (Tair / RH))) + -5.206554"
14,18.135462,"((TARP - sqrt(TARP)) + ((Tair * Tair) * (-0.12407982 / RH))) * 1.4739261"
15,17.340101,"((Tair + 0.48622626) * (-13.657335 / RH)) + (TARP * (1.6464373 - (RH * 0.006024453)))"
17,17.1978,"((1.626321 - (RH * 0.0050115795)) * TARP) + ((Tair + 0.60855055) * ((-11.167288 / RH) - 0.09842382))"
18,17.163063,"((TARP + ((((Tair * (Tair * -0.2102197)) + -4.96439) / RH) - sqrt(RH))) + 4.1909733) * 1.3802091"
19,16.804728,"((Tair + 0.9144085) * ((-12.955686 / RH) + -0.26775634)) + ((1.7280327 - (RH * 0.0072792685)) * (TARP - -3.9653296))"
