Complexity,Loss,Equation
1,3.3040652,"-1.1848648"
3,3.1834214,"x0 + -2.086947"
4,2.7432508,"cos(x0 * 3.333431)"
6,1.2836727,"3.683392 * cos(x0 * -3.4118462)"
8,0.3125838,"(cos(x0 * -3.4963121) * 5.031894) + -1.2885774"
