Complexity,Loss,Equation
1,12.158612,"49.700172"
3,3.723951,"TARP * 1.1402645"
5,3.602133,"(TARP / 0.8231786) - 3.2725472"
7,3.59845,"((TARP - 1.0191122) + -0.53620845) ^ 1.0445765"
9,3.2440326,"(Tair * -0.3018485) + ((TARP * 1.3284729) + 0.83380514)"
11,3.2347968,"((((Tair * -0.3181791) + 1.6397616) * 0.80577594) + TARP) * 1.3375784"
15,3.132952,"((TARP ^ 1.6393965) / (Tair_1hr * 1.6474395)) + ((TARP + -2.3333166) * (Tair_1hr / Tair))"
17,3.0867367,"((TARP + -1.3834894) * ((Tair_1hr / Tair) - 0.11021118)) + ((TARP ^ 1.629032) / (Tair * 1.0955373))"
19,3.0811222,"(((TARP ^ 1.5718392) / ((Tair_1hr + 0.8650914) * 0.8886185)) + (((Tair_1hr / Tair) - 0.09535442) * TARP)) + -2.1316025"
