Complexity,Loss,Equation
1,15903.765,"46.88309"
2,3.9999988,"quart(x0)"
4,1.0937413e-10,"quart(x0) + -2.000001"
6,1.09373934e-10,"quart(x0 * 1.0) + -2.000001"
8,1.0184048e-10,"((quart(x0) + -0.51795846) * 1.0) + -1.4820404"
10,7.074444e-11,"(((quart(x0) * 0.9511468) + -0.52679545) * 1.0513625) + -1.4461493"
