Raster,Red,Green,Blue,NIR,FC,ch1,CH,wc,WC,geom,GEOM,NDVI,EVI,SAVI,AVI,BAI,BCC,BITM,BIXS,BNDVI,CIG,CVI,DSWI4,DVI,EVI2,ExG,ExGR,ExR,FCVI,GARI,GBNDVI,GCC,GEMI,GLI,GNDVI,GOSAVI,GRNDVI,GRVI,IKAW,IPVI,MCARI1,MCARI2,MGRVI,MRBVI,MSAVI,MSR,MTVI1,MTVI2,NDDI,NDGlaI,NDSII,NDTI,NDYI,NIRv,NLI,NormG,NormNIR,NormR,OSAVI,PISI,RCC,RDVI,RGBVI,RGRI,RI4XS,SI,SR,TDVI,TGI,TVI,TriVI,VARI,VrNIRBI,LAI,AFC
BAR_190627_1207_0001,0.020630196,0.030237282,0.003344336,0.21981844,0.680555556,2.275999374,2.45167558,1.076450209,0.999316558,5.57619847,6.006605175,0.82840247,0.377674747,0.403515317,0.350018913,31.40555609,0.06169017,0.021221709,0.025883375,0.970027833,6.269781722,4.960003409,1.465680791,0.199188244,0.392309528,0.036500032,0.039918059,-0.003418027,0.201747835,0.832879497,0.734951773,0.557761856,0.608559436,0.432213413,0.758155648,0.462330234,0.624158668,7.269781722,0.721009278,0.914201235,0.301818126,0.382706538,0.364720418,0.948787315,0.37375183,2.828139757,0.301818126,0.382706538,22.58547896,0.188864995,-0.758155648,-0.188864995,0.800823415,0.182098139,0.401592647,0.111706151,0.812079334,0.076214515,0.497412717,-0.048326195,0.380547974,0.406211808,0.859666059,0.6822768,509.1382284,0.981866503,10.65517943,0.3961118,1.94982477,1.152563434,12.33557808,0.202155952,-0.82840247,1.47,0.82
BAR_190627_1207_0002,0.020252645,0.03040653,0.003232669,0.22382271,0.652777778,2.180175781,2.469830453,1.077894737,0.951482317,5.123413087,5.804101567,0.834045965,0.385230219,0.410381953,0.354740457,30.12273121,0.059984383,0.021175275,0.025833377,0.971525282,6.361007981,4.902890316,1.501360933,0.203570065,0.399963487,0.037327746,0.041405838,-0.004078092,0.205858762,0.838240953,0.738686013,0.564213947,0.615771791,0.442805053,0.760794392,0.466930292,0.630874183,7.361007981,0.724707194,0.917022983,0.308980954,0.393310601,0.385387839,0.950310711,0.382093013,2.895416703,0.308980954,0.393310601,21.77209696,0.200435262,-0.760794392,-0.200435262,0.80780345,0.186678428,0.424225707,0.110777912,0.815437092,0.073784997,0.503792331,-0.050714122,0.37580167,0.412051928,0.867740805,0.666062356,479.8395661,0.981972199,11.05152981,0.404328856,1.985817635,1.155009076,12.6203593,0.21409726,-0.834045965,1.5,0.78
BAR_190627_1207_0003,0.022048132,0.030031875,0.003725156,0.21035433,0.598958333,2.232824402,2.363651953,0.965705139,0.912253598,4.814527614,5.096624521,0.81025905,0.358077052,0.385661316,0.338359092,34.86395598,0.066752892,0.021617203,0.026344199,0.965198384,6.004368858,5.142311266,1.362105189,0.188306198,0.372656322,0.034290462,0.035659765,-0.001369303,0.191752609,0.815520791,0.723429251,0.538155851,0.590734901,0.399483286,0.750136452,0.450371298,0.603100664,7.004368858,0.710928928,0.905129525,0.283615564,0.354746959,0.299555702,0.944492508,0.352596202,2.630621422,0.283615564,0.354746959,25.95356106,0.153297656,-0.750136452,-0.153297656,0.779295993,0.1704415,0.334868646,0.114435768,0.801550332,0.084013899,0.479880266,-0.04258656,0.395091257,0.390610805,0.8330714,0.734157691,597.6044325,0.981336689,9.540687166,0.375347661,1.857834145,1.144665475,11.6177216,0.165107385,-0.81025905,1.18,0.84
BAR_190627_1207_0004,0.02267913,0.030746749,0.003709756,0.22052225,0.5,1.980600586,2.298613098,0.908815242,0.783080894,3.565081055,4.137503576,0.813495055,0.372228725,0.399305879,0.349357588,31.50012112,0.064928936,0.022162038,0.027015787,0.96691145,6.172213557,5.290301217,1.355728769,0.19784312,0.387942242,0.035104612,0.036368492,-0.00126388,0.201477038,0.818253033,0.729730385,0.538136121,0.607542735,0.399449928,0.755268265,0.461438867,0.609956241,7.172213557,0.718839514,0.906747528,0.297479578,0.370655047,0.295278488,0.947880502,0.369144856,2.663941844,0.297479578,0.370655047,26.94229458,0.151005826,-0.755268265,-0.151005826,0.78467021,0.17939376,0.363921281,0.11223566,0.804978121,0.08278622,0.490680662,-0.048430478,0.396934943,0.401178763,0.836553054,0.737610666,575.5141034,0.980889545,9.723576257,0.392623785,1.904586245,1.146078119,12.19329196,0.162273695,-0.813495055,1.16,0.81
BAR_190627_1207_0005,0.023883339,0.028469214,0.00394293,0.19809164,0.522569444,2.30065155,2.226254463,0.817703141,0.845029187,4.328100725,4.188141205,0.78481053,0.331997418,0.361941146,0.322957647,40.22033161,0.0700399,0.021575115,0.026276511,0.960967769,5.958100073,5.837276113,1.192011469,0.174208301,0.346914696,0.029112159,0.026533032,0.002579127,0.179326479,0.789616894,0.718771263,0.505710449,0.567199141,0.343446742,0.748683733,0.438798767,0.581922405,6.958100073,0.71660376,0.892405265,0.258013918,0.317248864,0.173858006,0.946936031,0.325378163,2.392595667,0.258013918,0.317248864,42.44755664,0.087596015,-0.748683733,-0.087596015,0.756700452,0.155464405,0.243283809,0.113674882,0.790961202,0.095363916,0.456072546,-0.035375507,0.424249651,0.369757365,0.791812041,0.838918103,868.3367429,0.981177329,8.294135087,0.34822362,1.632082665,1.13349483,10.63593306,0.094730649,-0.78481053,1.19,0.82
BAR_190627_1207_0006,0.01878291,0.028330296,0.003203515,0.22263812,0.586805556,2.15306221,2.311985185,0.981160689,0.913716928,4.548343922,4.884068707,0.844397068,0.388648244,0.41242803,0.35445585,30.25959057,0.063667006,0.019711806,0.024035426,0.97163043,6.858658448,5.2102694,1.508301749,0.20385521,0.402012423,0.034674167,0.03858668,-0.003912513,0.20586588,0.851545081,0.751870233,0.563039392,0.615343677,0.440883435,0.774232181,0.472804762,0.650691571,7.858658448,0.708591551,0.922198534,0.308445425,0.398042469,0.38930816,0.943466632,0.384266383,3.027281643,0.308445425,0.398042469,23.06893519,0.202647767,-0.774232181,-0.202647767,0.796820308,0.187994976,0.45039551,0.105023751,0.825345785,0.069630464,0.507833907,-0.050058642,0.373293602,0.414891241,0.860517066,0.662997309,547.6729692,0.983173327,11.85322828,0.405606491,1.84176537,1.159481379,12.61320804,0.21743232,-0.844397068,1.65,0.78
BAR_190627_1207_0007,0.020186465,0.029682681,0.003368016,0.22318777,0.583333333,2.055149841,2.294226646,1.021823303,0.915341125,4.315814664,4.817875954,0.834111733,0.38475011,0.40962135,0.354082301,30.30261833,0.063264379,0.020815847,0.025382621,0.970267667,6.519124368,5.113572486,1.470424911,0.203001305,0.399094983,0.035810881,0.039251157,-0.003440276,0.205442049,0.840070691,0.74203173,0.55755566,0.614767866,0.431873478,0.765234088,0.46868234,0.634734423,7.519124368,0.714023332,0.917055867,0.307135976,0.391170832,0.367518819,0.945833179,0.381138153,2.896218968,0.307135976,0.391170832,23.2201002,0.190422671,-0.765234088,-0.190422671,0.796190925,0.186163538,0.423237642,0.108705106,0.817367211,0.073927683,0.503257986,-0.050239107,0.379179961,0.411492127,0.856723365,0.68007553,524.9380423,0.982194157,11.05630778,0.403322962,1.91124746,1.155037546,12.55992694,0.204214736,-0.834111733,1.38,0.83
BAR_190627_1207_0008,0.021870717,0.028871004,0.003664661,0.21355215,0.565972222,2.356088638,2.303551793,0.864780707,0.884503663,4.800530598,4.693486776,0.814200572,0.363779455,0.390961666,0.342105523,33.68994405,0.06735719,0.02101819,0.025611161,0.966258035,6.396769091,5.603291229,1.320075789,0.191681433,0.378505319,0.03220663,0.032645702,-0.000439072,0.195416689,0.820530267,0.73557679,0.530654731,0.596468099,0.386739204,0.761813148,0.458922764,0.616020449,7.396769091,0.71297382,0.907100286,0.286941711,0.359622145,0.270764991,0.945380695,0.358877927,2.671309538,0.286941711,0.359622145,30.08381753,0.137959195,-0.761813148,-0.137959195,0.774729608,0.173874283,0.351740943,0.109238265,0.808010224,0.08275151,0.484750501,-0.044470068,0.401988079,0.395053329,0.824559048,0.757532263,688.4596542,0.98180726,9.764295793,0.381678634,1.757390625,1.146385874,11.78089746,0.148698474,-0.814200572,1.17,0.83
BAR_190627_1207_0009,0.022062818,0.028699424,0.003663191,0.21595979,0.5,2.112319794,2.167731028,0.852143698,0.830361321,3.802175629,3.90191585,0.814615778,0.366989246,0.394087464,0.344681754,32.8972686,0.067306603,0.021006696,0.025597118,0.966641096,6.524882381,5.784788937,1.300805001,0.193896972,0.382014657,0.031672839,0.0316906,-1.78E-05,0.197817979,0.821067513,0.73935002,0.527316411,0.600410484,0.38102729,0.765392658,0.462760663,0.619362213,7.524882381,0.71521498,0.907307889,0.289564745,0.362443231,0.257083795,0.946344184,0.362683019,2.67566311,0.289564745,0.362443231,32.09890842,0.130739024,-0.765392658,-0.130739024,0.773615884,0.175924252,0.35771899,0.1076005,0.809681107,0.082718394,0.487150649,-0.045852053,0.405376986,0.397431167,0.821288339,0.768754732,717.5121224,0.981801279,9.788404636,0.385673784,1.73445519,1.146566953,11.89928256,0.140907425,-0.814615778,1.14,0.86
BAR_190627_1207_0010,0.023133205,0.029429004,0.003856031,0.21302605,0.515625,2.046309814,2.068076715,0.907120704,0.897573086,3.798462592,3.838867402,0.804088093,0.358855772,0.386926152,0.340611171,34.10004308,0.06834724,0.021726178,0.026468958,0.964441221,6.238642871,5.690067168,1.272154204,0.189892845,0.374233342,0.031868772,0.031224609,0.000644162,0.19421997,0.809959353,0.729731733,0.521622156,0.59420421,0.371226501,0.757241571,0.456192671,0.604182736,7.238642871,0.714254157,0.902044047,0.283267143,0.351293709,0.236167855,0.945932391,0.354389105,2.569142615,0.283267143,0.351293709,33.32861435,0.119778052,-0.757241571,-0.119778052,0.768302422,0.17129171,0.3247091,0.110806871,0.802091368,0.087101761,0.479334618,-0.044011579,0.410030604,0.390756415,0.813241317,0.786068227,713.4595521,0.981133841,9.208669962,0.377771808,1.754731345,1.141966765,11.64540266,0.129260789,-0.804088093,1.35,0.76
BAR_190627_1207_0011,0.021356516,0.02854949,0.003842039,0.19567506,0.526041667,2.392841797,2.319066277,0.791422986,0.816600207,4.531444156,4.391731765,0.803194389,0.336522581,0.364667087,0.321984173,40.66277149,0.071482395,0.020703747,0.025210852,0.961486619,5.853889859,5.127069116,1.336804655,0.174318544,0.349495253,0.031900425,0.032686444,-0.000786019,0.177759045,0.810285176,0.71594674,0.531172622,0.565505331,0.387623092,0.745349115,0.434968484,0.593567967,6.853889859,0.695058784,0.901597194,0.262239743,0.329036178,0.282394511,0.93730111,0.327807283,2.560453688,0.262239743,0.329036178,26.77044153,0.144130428,-0.745349115,-0.144130428,0.762775076,0.15716511,0.283882027,0.116252814,0.796783983,0.086963203,0.462344682,-0.034072249,0.397344983,0.374181342,0.817076816,0.748052452,686.5424455,0.982029347,9.162311868,0.349525157,1.73420115,1.141575398,10.7468316,0.156151857,-0.803194389,1.35,0.76
BAR_190627_1207_0012,0.020052256,0.02808265,0.003495901,0.20975207,0.602430556,2.277062988,2.545592608,0.95243303,0.85196272,4.938380359,5.520753973,0.825484086,0.363731152,0.389898649,0.339098102,34.70134811,0.067709594,0.020024564,0.024400084,0.967212809,6.46909818,5.333266939,1.400473343,0.189699814,0.37702363,0.032617143,0.03463186,-0.002014717,0.192541801,0.832954569,0.73829636,0.543912668,0.591799732,0.409179883,0.763847347,0.456645463,0.626697658,7.46909818,0.703084959,0.912742043,0.285695147,0.363629924,0.324626779,0.941004576,0.357121423,2.794513326,0.285695147,0.363629924,25.78545639,0.16683099,-0.763847347,-0.16683099,0.778590158,0.173146996,0.373838449,0.108895185,0.813348829,0.077755986,0.486653947,-0.04242897,0.388377737,0.395719822,0.836735138,0.714044294,646.5083401,0.982736562,10.4602729,0.378878586,1.75626873,1.151296698,11.7032046,0.179896348,-0.825484086,1.45,0.82
BAR_190627_1207_0013,0.020166665,0.028888833,0.003581925,0.21929692,0.677083333,2.39474205,2.435709736,1.017854929,1.000735007,5.837183744,5.937042479,0.831568002,0.379026442,0.403935215,0.349763106,31.4971839,0.068049019,0.020445776,0.024912437,0.967857649,6.591061917,5.299154959,1.432504234,0.199130255,0.392700835,0.034029076,0.036701244,-0.002672168,0.201751112,0.839755413,0.742057771,0.548826887,0.608166342,0.417400205,0.767199909,0.466474113,0.634394962,7.591061917,0.698346302,0.915784001,0.300354149,0.382424947,0.344706687,0.938834634,0.37414833,2.865500363,0.300354149,0.382424947,24.83789433,0.177802048,-0.767199909,-0.177802048,0.779375338,0.182360302,0.409103025,0.107652591,0.817197481,0.075149928,0.498494137,-0.047832471,0.383124094,0.40692794,0.840680482,0.698078216,583.9130409,0.982398262,10.87422834,0.39623771,1.82369036,1.153935874,12.29670202,0.191807404,-0.831568002,1.71,0.75
BAR_190627_1207_0014,0.020875411,0.029065756,0.003696293,0.22241682,0.581597222,2.470414886,2.390284395,0.847529705,0.875941793,5.172431166,5.00465795,0.828392293,0.381722515,0.4067204,0.352741555,30.63732624,0.068912529,0.020770681,0.025304159,0.967305806,6.652194562,5.495907505,1.392344132,0.201541409,0.395950076,0.033559808,0.03548753,-0.001927722,0.204537667,0.836801376,0.743222869,0.541892849,0.612716375,0.40578601,0.768844773,0.469888825,0.633268203,7.652194562,0.699142314,0.914196146,0.302996567,0.383480316,0.319408935,0.939202479,0.377738356,2.828021147,0.302996567,0.383480316,26.82289827,0.163999872,-0.768844773,-0.163999872,0.7743552,0.184248379,0.406481938,0.106718941,0.816634101,0.076646957,0.499740371,-0.049528043,0.389194623,0.408601701,0.832617515,0.718213247,610.5814076,0.982064112,10.65448819,0.400301173,1.808829855,1.152559019,12.42009834,0.17710817,-0.828392293,1.45,0.79
BAR_190627_1207_0015,0.022413386,0.02856594,0.004000291,0.21715283,0.59375,2.318687363,2.371617246,0.921857786,0.901283714,4.956194238,5.069331863,0.812883583,0.368369555,0.394973648,0.34577338,32.55558619,0.072759528,0.021090086,0.025674626,0.963823337,6.601809358,5.964525845,1.274503549,0.194739444,0.383060342,0.030718203,0.030146741,0.000571462,0.198826291,0.822095688,0.739177051,0.519573281,0.602079684,0.367682066,0.767490778,0.464821704,0.61974478,7.601809358,0.697104572,0.906441791,0.290022784,0.362009226,0.237909229,0.938258121,0.363840937,2.657586469,0.290022784,0.362009226,34.81552575,0.120687237,-0.767490778,-0.120687237,0.754328894,0.17651997,0.355647758,0.106536793,0.80987239,0.083590817,0.487377151,-0.04626011,0.407667191,0.39786995,0.802003445,0.784619235,754.4333224,0.981618184,9.688533004,0.387054493,1.68927833,1.145811321,11.9304688,0.130963822,-0.812883583,1.34,0.85
BAR_190627_1207_0016,0.020471979,0.029186647,0.003610758,0.19585463,0.614583333,2.096808929,2.035275679,1.055174827,1.087076322,4.639189753,4.503047437,0.810730829,0.339466284,0.367254229,0.322833885,40.35319275,0.067782988,0.02068816,0.025208751,0.963795644,5.71041898,4.706794735,1.425687619,0.175382651,0.352177568,0.034290557,0.036863631,-0.002573074,0.178098169,0.816255717,0.713123874,0.547906599,0.56673869,0.415864753,0.740610724,0.432857444,0.595470918,6.71041898,0.700137239,0.905365414,0.2661459,0.336553376,0.34049668,0.939660349,0.33054878,2.635431578,0.2661459,0.336553376,22.12406197,0.175491525,-0.740610724,-0.175491525,0.779814409,0.158785386,0.304041279,0.118880127,0.797735459,0.083384414,0.466038401,-0.034364697,0.384310414,0.377078403,0.840308963,0.701415925,577.5410161,0.982186314,9.56696126,0.351914887,1.83956672,1.144871534,10.87154578,0.189252367,-0.810730829,1.48,0.7
BAR_190627_1207_0017,0.0192906,0.030171845,0.003318175,0.21626033,0.619791667,2.013306885,1.99270081,1.108251314,1.119711494,4.49219099,4.446213685,0.83620867,0.376725337,0.401677957,0.346980895,32.32971344,0.062867299,0.020764375,0.025322593,0.969776869,6.167620343,4.582672919,1.564069806,0.19696973,0.390021223,0.037734915,0.04282898,-0.005094065,0.19866679,0.841904849,0.731812027,0.571646279,0.603890488,0.454898055,0.755130636,0.457858645,0.627713921,7.167620343,0.706470165,0.918104335,0.300611153,0.385727421,0.419669887,0.942525676,0.371167009,2.922026902,0.300611153,0.385727421,19.62725557,0.219990035,-0.755130636,-0.219990035,0.801840966,0.180838763,0.415959614,0.113546327,0.813856961,0.072596713,0.497963006,-0.04630705,0.365486423,0.405842083,0.868610666,0.639357653,449.0389356,0.982344659,11.21065856,0.392699048,1.992063775,1.155944925,12.2534336,0.235809235,-0.83620867,1.61,0.68
BAR_190627_1207_0018,0.019801952,0.031042881,0.003218281,0.20895183,0.673611111,1.956544037,2.004518483,1.239430319,1.209766844,4.744619289,4.86095732,0.826871042,0.362737884,0.389328775,0.338367539,34.9425855,0.059528221,0.021339596,0.026036299,0.969663201,5.731070805,4.293684629,1.567667723,0.189149878,0.376349808,0.039065529,0.044365872,-0.005300343,0.190930792,0.829467349,0.718262074,0.574197058,0.590664706,0.459022058,0.741303624,0.444778254,0.608579784,6.731070805,0.720395445,0.913435521,0.289911674,0.369797455,0.421561094,0.94853175,0.356371426,2.810398612,0.289911674,0.369797455,18.3267733,0.221083015,-0.741303624,-0.221083015,0.812132408,0.172776217,0.375951077,0.119489144,0.804289892,0.076220964,0.486554438,-0.042197459,0.366274721,0.395477631,0.875941315,0.637890278,422.2483164,0.981912567,10.55208244,0.377976407,2.062908515,1.151898885,11.79862984,0.236022314,-0.826871042,1.72,0.74
BAR_190627_1207_0019,0.018921595,0.029475389,0.003079027,0.20345616,0.649305556,2.127070618,2.042882867,1.098929195,1.144216362,4.972027573,4.775238705,0.82982475,0.356549114,0.383181577,0.332723974,36.82783095,0.059814794,0.020300293,0.024767169,0.970183996,5.902577605,4.431079023,1.557764501,0.184534565,0.369403666,0.036950156,0.041827472,-0.004877316,0.18629749,0.833080926,0.724127481,0.572604373,0.581907017,0.456448635,0.746918018,0.442776284,0.615672981,6.902577605,0.720096368,0.914912375,0.282193692,0.362584967,0.416336208,0.948406953,0.34879937,2.844809459,0.282193692,0.362584967,19.0182719,0.218067184,-0.746918018,-0.218067184,0.810838136,0.168832957,0.372584597,0.117034032,0.807836491,0.075129477,0.482597543,-0.039159769,0.367580833,0.391320009,0.874311941,0.641945557,474.3264069,0.982781563,10.75259036,0.369787708,1.95316451,1.153180277,11.49422566,0.23288327,-0.82982475,1.67,0.8
BAR_190627_1207_0020,0.020112246,0.030730084,0.003221274,0.19624326,0.621527778,2.121356277,1.935275238,1.054749749,1.156166295,4.746534671,4.330178347,0.814081496,0.340611169,0.368806436,0.323545705,40.08935254,0.059583042,0.021285497,0.025969602,0.967700784,5.386030705,4.179533662,1.527929004,0.176131014,0.353815234,0.038126648,0.042710812,-0.004584164,0.178222059,0.814796185,0.705020401,0.568406131,0.567806703,0.449640167,0.729218564,0.427712086,0.588463819,6.386030705,0.723893009,0.907040748,0.270192487,0.342809252,0.400221985,0.94997768,0.332247863,2.670063397,0.270192487,0.342809252,18.18579708,0.208838541,-0.729218564,-0.208838541,0.810241817,0.159758007,0.313852293,0.124370199,0.79423191,0.081397891,0.467991065,-0.034906642,0.372010826,0.378662118,0.871597577,0.654480671,453.5928031,0.981913599,9.757401535,0.353482103,2.02215293,1.146333937,10.99257436,0.222965194,-0.814081496,1.65,0.81
BAR_190627_1207_0021,0.019610671,0.03003013,0.003475782,0.21087524,0.616319444,1.989662933,1.943435035,1.115138631,1.141664094,4.414564629,4.311996481,0.829831933,0.367118699,0.392747963,0.34068491,34.21636386,0.065436852,0.020804392,0.025361261,0.967569252,6.022122115,4.585678668,1.531315782,0.191264569,0.380114393,0.036973807,0.041510065,-0.004536258,0.193169712,0.836177388,0.72578972,0.56536261,0.594223512,0.444681523,0.75068941,0.451091763,0.618904074,7.022122115,0.698889907,0.914915966,0.291675335,0.372828902,0.40207981,0.939085986,0.360426287,2.84489412,0.291675335,0.372828902,19.97057058,0.209897076,-0.75068941,-0.209897076,0.792527241,0.174991008,0.387922426,0.115271712,0.809452037,0.075276251,0.489811703,-0.04308959,0.369200538,0.398393583,0.85945475,0.65303317,472.8855664,0.98223384,10.75308642,0.381993352,1.957941945,1.153183391,11.8926525,0.225700308,-0.829831933,1.36,0.73
BAR_190627_1207_0022,0.020847399,0.029468095,0.003723896,0.2042598,0.635416667,1.926316833,1.925388467,1.187499357,1.188071935,4.406449758,4.404326121,0.814778034,0.352332662,0.379417832,0.332267089,36.93304433,0.06891077,0.020951134,0.025524328,0.964190501,5.931557673,4.903776389,1.413514223,0.183412401,0.365569128,0.034364895,0.036731371,-0.002366476,0.18624667,0.82155137,0.720431749,0.545307691,0.58132424,0.41151874,0.747842721,0.443940364,0.604710314,6.931557673,0.696890538,0.907389017,0.277562143,0.350421485,0.33289359,0.938158416,0.344875516,2.677367978,0.277562143,0.350421485,23.34523725,0.17133283,-0.747842721,-0.17133283,0.775614786,0.166426398,0.333623868,0.115753947,0.802355157,0.081890896,0.476263237,-0.03909238,0.385781538,0.386575213,0.835870258,0.707456624,576.3622285,0.981928738,9.797855358,0.366802154,1.8463763,1.146637708,11.3495719,0.185026837,-0.814778034,1.39,0.68
BAR_190627_1207_0023,0.022233428,0.029435128,0.00391209,0.18430442,0.548611111,2.034105682,1.9345034,0.970942669,1.020933848,4.017358721,3.820644214,0.784703596,0.314489835,0.344081338,0.307958415,46.51329686,0.070385832,0.021416944,0.026084019,0.958429895,5.261376543,4.729446549,1.323913164,0.162070992,0.327372589,0.032724738,0.03325641,-0.000531672,0.165777538,0.78842576,0.693572552,0.529593125,0.54393162,0.384925485,0.72457013,0.414377587,0.562080736,6.261376543,0.700744885,0.892351798,0.24461688,0.303831624,0.27345278,0.939938955,0.304659118,2.391675487,0.24461688,0.303831624,25.09873155,0.139382645,-0.72457013,-0.139382645,0.765372332,0.144624341,0.208796587,0.124739402,0.781040368,0.09422023,0.44216714,-0.027493801,0.400021043,0.356619812,0.817540109,0.755336549,658.4899361,0.981414509,8.289518827,0.325972117,1.78344178,1.133447659,10.01232752,0.150800522,-0.784703596,1.2,0.72
BAR_190627_1207_0024,0.01908125,0.028797362,0.003355514,0.20268911,0.677083333,1.970451584,2.004504027,1.23702608,1.216011525,4.802975734,4.885978563,0.827918844,0.355275547,0.381578138,0.331730121,37.16363259,0.06549373,0.020038643,0.024427261,0.96742925,6.038461023,4.6637131,1.509196829,0.18360786,0.367661588,0.03515796,0.039149697,-0.003991737,0.185611068,0.834132004,0.726174382,0.562073841,0.580381656,0.439301591,0.751196156,0.444183287,0.617838949,7.038461023,0.700891448,0.913959422,0.279552453,0.358588715,0.389811388,0.940006037,0.346941636,2.822514016,0.279552453,0.358588715,20.58211274,0.202932199,-0.751196156,-0.202932199,0.791277521,0.167810134,0.365693429,0.114928458,0.808919474,0.076152067,0.480937965,-0.038493368,0.372432429,0.389887685,0.856652203,0.662604095,529.423019,0.982866167,10.62242306,0.367980565,1.8665748,1.15235361,11.40511608,0.218226324,-0.827918844,1.93,0.65
BAR_190627_1207_0025,0.020739991,0.03032874,0.003670533,0.18878138,0.836805556,1.901391373,1.894442865,1.584366083,1.59017728,5.727941514,5.707009134,0.802025055,0.326752726,0.355256506,0.314357973,43.73153708,0.067054848,0.021318634,0.025980567,0.961855064,5.224504546,4.2565622,1.462331396,0.168041389,0.339187741,0.036246956,0.039613708,-0.003366752,0.170534959,0.805500752,0.694773558,0.554058235,0.553648795,0.426093881,0.723164407,0.417959405,0.574161289,6.224504546,0.699266349,0.901012527,0.256938049,0.323598915,0.362735265,0.939259676,0.316844542,2.549164239,0.256938049,0.323598915,19.34031116,0.187761646,-0.723164407,-0.187761646,0.784081677,0.151407397,0.264257558,0.126448722,0.787080645,0.086470633,0.454754183,-0.030259221,0.378886917,0.367114974,0.847128649,0.68383952,508.3931087,0.981691821,9.102288424,0.337926609,1.935098635,1.141063125,10.4660333,0.202301974,-0.802025055,1.54,0.67
BAR_190627_1207_0026,0.022768272,0.03000065,0.004014007,0.19386819,0.725694444,1.964552765,1.970355922,1.329819206,1.325902579,5.132394095,5.147554843,0.789802032,0.328943981,0.358131201,0.318848691,41.86652331,0.070690383,0.021867369,0.026631121,0.959430337,5.462132987,4.904280459,1.317651599,0.171099918,0.342607664,0.033219021,0.033620917,-0.000401896,0.174940547,0.79461089,0.701472424,0.528339248,0.560795067,0.38278003,0.731980118,0.426884193,0.572092605,6.462132987,0.700249034,0.894901016,0.257666392,0.319370114,0.269060811,0.939711665,0.3207017,2.436233937,0.257666392,0.319370114,26.31843261,0.137057528,-0.731980118,-0.137057528,0.763983685,0.15311749,0.245498434,0.121638831,0.786046303,0.092314866,0.454283999,-0.032895132,0.400970369,0.367607213,0.815636181,0.758925957,639.9373886,0.981011453,8.514839861,0.342854736,1.81233181,1.135694515,10.5552902,0.148341516,-0.789802032,1.37,0.74
BAR_190627_1207_0027,0.023299681,0.030799866,0.003995861,0.19991511,0.713541667,1.966061401,2.028243709,1.306546174,1.266489816,5.050320226,5.21005103,0.791235331,0.337118164,0.366313226,0.325495656,39.2785675,0.068781013,0.022416317,0.027308487,0.960807788,5.490778564,4.910185972,1.321900759,0.176615429,0.351589821,0.03430419,0.034814471,-0.000510281,0.180549974,0.795096955,0.703501317,0.530160077,0.571057721,0.385894418,0.733005056,0.432835326,0.574043895,6.490778564,0.70721512,0.895617665,0.266026506,0.328734264,0.272044746,0.94285718,0.330252692,2.449019079,0.266026506,0.328734264,26.17608114,0.138636743,-0.733005056,-0.138636743,0.770324615,0.158179898,0.2634344,0.121252318,0.787021947,0.091725735,0.460878424,-0.036377906,0.40105891,0.373823979,0.821255169,0.756486441,603.2601559,0.980570099,8.58016511,0.352990676,1.870746775,1.136325363,10.89693314,0.149693278,-0.791235331,1.58,0.71
BAR_190627_1207_0028,0.02229575,0.028894266,0.003911866,0.19205174,0.697916667,1.965552444,1.862172356,1.27826658,1.349230641,4.938450518,4.678708047,0.791966307,0.327338334,0.35645675,0.317066447,42.59739761,0.070993328,0.021191836,0.025806773,0.960075587,5.646707689,5.128814588,1.295953982,0.16975599,0.340721804,0.031580916,0.031490707,9.02E-05,0.173684446,0.797468916,0.708205617,0.524378931,0.558003858,0.375980527,0.738449529,0.428295536,0.579101739,6.646707689,0.701471053,0.895983153,0.254742311,0.316844442,0.253591176,0.940270878,0.318657001,2.455584388,0.254742311,0.316844442,28.59693527,0.128902402,-0.738449529,-0.128902402,0.76151617,0.152098507,0.246505818,0.118788264,0.78955087,0.091660866,0.453471693,-0.031937072,0.40462774,0.366662003,0.81082679,0.771632337,713.1772908,0.981575996,8.613827299,0.34051849,1.72989206,1.136646958,10.44930004,0.139567982,-0.791966307,1.39,0.77
BAR_190627_1207_0029,0.023273814,0.029882617,0.003913304,0.18869749,0.737847222,2.012734985,1.956834459,1.319721682,1.357421925,5.346327302,5.19784153,0.780405993,0.318369657,0.348518982,0.31240085,44.54352597,0.068570565,0.021984503,0.026782842,0.959365683,5.314623984,4.918089472,1.283958744,0.165423676,0.332294923,0.032578116,0.032204775,0.000373341,0.169674245,0.782680304,0.696207444,0.523615836,0.550910872,0.3746663,0.726575145,0.419501369,0.560425311,6.314623984,0.712120718,0.890202997,0.248519826,0.306416783,0.244869851,0.94501121,0.309940469,2.355186764,0.248519826,0.306416783,27.99475023,0.12432744,-0.726575145,-0.12432744,0.768415603,0.147260652,0.209456728,0.123556471,0.780212656,0.096230873,0.444721607,-0.030012232,0.407813599,0.359301584,0.814892199,0.778841224,679.2984194,0.980915098,8.107716681,0.331916946,1.789466885,1.131550261,10.18977268,0.134207623,-0.780405993,1.34,0.69
