Complexity,Loss,Equation
1,49.694706,"-1.3211881"
2,3.9914737e-14,"inv(x0)"
6,3.9905857e-14,"(x2 * 5.1984093e-9) + inv(x0)"
7,3.1388225e-14,"inv((1.8871506e-10 * inv(x1)) + x0)"
9,3.0819792e-14,"inv(x0 + (inv(x3 * x3) * -1.4312279e-10))"
12,1.618261e-14,"inv(((inv(x3 * x3) + inv(x2)) * -1.5457022e-10) + x0)"
13,1.3908874e-14,"inv(x0 + ((inv(x2) + (inv(x3) * inv(x3))) * -1.498703e-10))"
16,1.2629897e-14,"inv((-1.1047916e-10 * ((inv(0.012490549 + x2) * 2.0861936) + inv(x3 * x3))) + x0)"
18,7.087664e-15,"inv(x0 + ((((inv(x3) + inv(x4 * -1.832546)) * inv(x3)) + inv(x2)) * -1.5945034e-10))"
22,4.103384e-15,"inv(((inv(x1 * -0.4922888) + (((x1 + inv(x4 * -1.4636126)) + inv(x3)) * inv(x3))) * -1.2486102e-10) + x0)"
24,3.5349501e-15,"inv((((inv(x1 + x0) + 0.95332456) + ((x1 + (inv(x4 * -1.4636126) + inv(x3))) * inv(x3))) * -1.2486102e-10) + x0)"
26,3.499423e-15,"inv(((((x1 + (x0 + (inv(x4 * (x0 + -1.7996889)) + inv(x3)))) * inv(x3)) + inv(x0 + x1)) * -1.2486102e-10) + x0)"
