Complexity,Loss,Equation
1,1.2913197,"2.3673975"
3,1.2671561,"2.3745322 / CH"
5,0.6677746,"3.7194695 / (CH + 0.09782749)"
11,0.5482316,"(((1.4313995 + (FC + 0.87384474)) ^ 1.4313995) / CH) - GBNDVI"
13,0.45108682,"(((((1.4313995 + FC) + 0.87384474) ^ 1.4313995) / CH) - GBNDVI) + FC"
15,0.39747313,"((((FC + 2.0545878) ^ 1.7246093) / CH) - (PISI + BNDVI)) + (FC + -0.3710518)"
23,0.38918895,"(GBNDVI + (((3.006436 - (CH + (IKAW + CH))) + BCC) - ((FC - (PISI - FC)) * (PISI - GBNDVI)))) + 1.5423669"
